timestamp;open;high;low;close;volume;company_id
2024-05-17;389.1600;401.3600;379.6700;398.8200;4989454;6
2024-05-10;382.6300;389.7800;380.1250;386.7000;4654267;6
2024-05-03;375.3900;384.4700;367.3850;381.3600;5386162;6
2024-04-26;369.5400;383.6200;364.3100;375.3300;6977997;6
2024-04-19;392.2500;392.2900;364.1700;366.3400;11175699;6
2024-04-12;388.3900;392.8000;380.7100;384.8000;5898969;6
2024-04-05;399.0000;399.6400;378.6200;388.3900;7981567;6
2024-03-28;393.5900;403.7590;390.5000;399.0900;5159857;6
2024-03-22;399.6000;401.2700;381.7700;394.0700;6679003;6
2024-03-15;391.0000;398.1600;376.6000;396.2800;9767563;6
2024-03-08;398.3000;403.0000;386.3000;391.8500;8293250;6
2024-03-01;389.4000;399.6700;382.3201;397.9000;7299337;6
2024-02-23;379.6900;391.2500;373.1500;389.7700;5203672;6
2024-02-16;386.0900;387.3600;371.0000;378.6300;6747867;6
2024-02-09;384.4700;392.0000;380.5700;388.2200;6961274;6
2024-02-02;374.4100;385.4300;373.0600;383.7700;8184081;6
2024-01-26;377.9100;384.0000;362.1400;374.7600;13158496;6
2024-01-19;363.3900;376.9000;355.1700;374.8200;7666710;6
2024-01-12;324.5000;366.8600;324.1200;363.7100;11440429;6
2024-01-05;333.0000;336.2000;320.2600;322.5000;5479891;6
2023-12-29;336.9200;340.4899;335.0650;337.3600;3530580;6
2023-12-22;325.7300;337.0600;325.0100;336.2600;9048918;6
2023-12-15;310.0000;332.6100;309.8000;324.3500;10255643;6
2023-12-08;311.9200;315.9300;304.5000;310.4200;6379305;6
2023-12-01;314.6800;316.3050;304.7000;315.2000;7858631;6
2023-11-24;305.4400;318.2600;305.0000;318.0100;5009024;6
2023-11-17;285.3280;311.2350;281.1200;305.2800;10799875;6
2023-11-10;278.1300;282.4475;269.4900;277.4900;7218083;6
2023-11-03;260.0800;281.5800;254.8500;278.5200;10015350;6
2023-10-27;268.5000;281.8800;255.9500;258.9800;12490054;6
2023-10-20;276.0000;279.6200;256.7200;266.9100;16820593;6
