timestamp;open;high;low;close;volume;company_id
2024-05-17;185.4350;191.0950;184.6200;189.8700;288966571;1
2024-05-10;182.3540;185.0900;180.4200;183.0500;300674993;1
2024-05-03;173.3700;187.0000;169.1100;183.3800;441926366;1
2024-04-26;165.5150;171.3400;164.7700;169.3000;241302722;1
2024-04-19;175.3600;176.6300;164.0750;165.0000;309416498;1
2024-04-12;169.0300;178.3600;167.1100;176.5500;321898799;1
2024-04-05;171.1900;171.9200;168.2302;169.5800;233688457;1
2024-03-28;170.5650;173.6000;169.4500;171.4800;237622732;1
2024-03-22;175.5700;178.6700;170.0600;172.2800;361583938;1
2024-03-15;172.9400;174.3800;170.2850;172.6200;364748130;1
2024-03-08;176.1500;176.9000;168.4900;170.7300;393262265;1
2024-03-01;182.2400;183.9225;177.3800;179.6600;354385890;1
2024-02-23;181.7900;185.0400;180.0000;182.5200;192607112;1
2024-02-16;188.4150;188.6700;181.3500;182.3100;268128941;1
2024-02-09;188.1500;191.0500;185.8400;188.8500;252715796;1
2024-02-02;192.0100;192.2000;179.2500;185.8500;325909883;1
2024-01-26;192.3000;196.3800;191.9400;192.4200;255368848;1
2024-01-19;182.1600;191.9500;180.3000;191.5600;259829213;1
2024-01-12;182.0850;187.0500;181.5000;185.9200;238385377;1
2024-01-05;187.1500;188.4400;180.1700;181.1800;275083628;1
2023-12-29;193.6100;194.6600;191.0900;192.5300;153541162;1
2023-12-22;196.0900;197.6800;192.9700;193.6000;231859933;1
2023-12-15;193.1100;199.6200;191.4200;197.5700;379414755;1
2023-12-08;189.9800;195.9900;187.4511;195.7100;251797045;1
2023-12-01;189.9200;192.0900;188.1900;191.2400;216481441;1
2023-11-24;189.8900;192.9300;189.2500;189.9700;148351454;1
2023-11-17;185.8200;190.9600;184.2100;189.6900;262880715;1
2023-11-10;176.3800;186.5650;176.2100;186.4000;303653020;1
2023-11-03;169.0200;177.7800;167.9000;176.6500;310075876;1
2023-10-27;170.9100;174.0100;165.6700;168.2200;286078102;1
2023-10-20;176.7500;179.0750;172.6400;172.8800;288377600;1
2023-10-13;176.8100;182.3400;175.8000;178.8500;241839090;1
2023-10-06;171.2200;177.9900;170.8200;177.4900;260574027;1
2023-09-29;174.2000;176.9700;167.6200;171.2100;285838995;1
2023-09-22;176.4800;179.6950;173.8600;174.7900;297395196;1
2023-09-15;180.0700;180.3000;173.5800;175.0100;403746390;1
2023-09-08;188.2800;189.9800;173.5400;178.1800;305126712;1
2023-09-01;180.0900;189.9200;178.5450;189.4600;264199503;1
2023-08-25;175.0700;181.5500;173.7350;178.6100;247514268;1
2023-08-18;177.9700;179.6900;171.9600;174.4900;261498109;1
2023-08-11;182.1300;183.1300;176.5500;177.7900;332501087;1
2023-08-04;196.0600;196.7300;181.9200;181.9900;302694989;1
2023-07-28;193.4100;197.2000;192.2500;195.8300;226011789;1
2023-07-21;191.9000;198.2300;191.2300;191.9400;310914135;1
2023-07-14;189.2600;191.7000;186.6000;190.6900;250269110;1
2023-07-07;193.7800;193.8800;189.2000;190.6800;170349466;1
2023-06-30;186.8300;194.4800;185.2300;193.9700;281596832;1
2023-06-23;184.4100;187.5600;182.5901;186.6800;203677112;1
2023-06-16;181.2700;186.9900;180.9700;184.9200;333836397;1
2023-06-09;182.6300;184.9510;177.3200;180.9600;347854340;1
2023-06-02;176.9600;181.7800;176.5700;180.9500;286176391;1
2023-05-26;173.9800;175.7700;170.5200;175.4300;250354916;1
2023-05-19;173.1600;176.3900;170.4201;175.1600;258634688;1
2023-05-12;172.4800;174.5900;171.0000;172.5700;250061982;1
2023-05-05;169.2800;174.3000;164.3100;173.5700;360723248;1
2023-04-28;165.0000;169.8500;162.8000;169.6800;254947569;1
2023-04-21;165.0900;168.1600;164.0300;165.0200;249150510;1
2023-04-14;161.4200;166.3200;159.7800;165.2100;263326290;1
2023-04-06;164.2700;166.8400;161.8000;164.6600;200156349;1
2023-03-31;159.9400;165.0000;155.9800;164.9000;267939590;1
